Word,Part_of_Speech,Audio,Photos
cortar,verb ,cortar.ogg,scissors-cutting-cut.png
bailar,verb ,bailar.ogg,couple-dance-dancer-dancing.png
morir,verb ,morir.ogg,"beyond-death-faith.jpg, scythe-death-skeleton.jpg"
cavar,verb ,cavar.ogg,shovel-trowel-digging.png
dibujar,verb ,dibujar.ogg,kids-girl-pencil-drawing.jpg
tomar,verb ,tomar.ogg,drinking-water-woman-bottle.png
manejar,verb ,manejar.ogg,old-man-drive-vintage-car.png
comer,verb ,comer.ogg,cuisine-food-italian-antipasti.jpg
explotar,verb ,explotar.ogg,explosion.png
caer,verb ,caer.ogg,fall-falling.png
alimentar,verb ,alimentar.ogg,"kid-feeding-antelope.jpg, baby-eating-firsts-food.jpg"
pelear,verb ,pelear.ogg,fighting-arguing.jpg
encontrar,verb ,encontrar.ogg,needle-in-a-haystack.jpg
volar,verb ,volar.ogg,geese-birds-flock-wildlife-flying.jpg
seguir,verb ,seguir.ogg,couple-in-love-stand-hand-hand.jpg
crecer,verb ,crecer.ogg,sapling-plant-growing.png
colgar,verb ,colgar.ogg,laundry-clothes-drying.jpg
oír,verb ,oixr.ogg,close-up-communication-deaf-ear.jpg
pegar,verb ,pegar.ogg,anger-fight-male.png
saltar,verb ,saltar.ogg,fitness-jump.jpg
matar,verb ,matar.ogg,killing-someone.jpg
besar,verb ,besar.ogg,sunset-kiss-couple.jpg
reír,verb ,reixr.ogg,man-laughing.jpg
acostar,verb ,acostar.ogg,man-lying-floor.jpg
alzar,verb ,alzar.ogg,weightlifting-clean-jerk.png
escuchar,verb ,escuchar.ogg,headphones-listen.png
vivir,verb ,vivir.ogg,girl-freedom-happy-sun.jpg
amar,verb ,amar.ogg,love-heart-kiss-hearts-kissing.jpg
casar,verb ,casar.ogg,marriage-wedding-bride-groom.jpg
derretir,verb ,derretir.ogg,ice-cube-melting.png
abrir,verb ,abrir.ogg,open-door.png
pagar,verb ,pagar.ogg,euro-money-pay-cash.jpg
jugar,verb ,jugar.ogg,"girls-kid-children-playing.jpg, basketball-team-play-scoring.jpg"
rezar,verb ,rezar.ogg,woman-praying.jpg
jalar,verb ,jalar.ogg,wagon-pet-logos-pull-boy.jpg
empujar,verb ,empujar.ogg,push-pushing-move.png
correr,verb ,correr.ogg,running-woman-man-together.png
decir,verb ,decir.ogg,something-to-say.jpg
ver,verb ,ver.ogg,view-eyes-by-looking-woman.jpg
vender,verb ,vender.ogg,street-vendor-selling-rural-market.jpg
agitar,verb ,agitar.ogg,dog-golden-retriever-wet-shake.jpg
tirar,verb ,tirar.ogg,"submachine-gun-rifle.jpg, football-player-sport-shooting.png, man-sports-aim-archer-arrow-bow.png"
cantar,verb ,cantar.ogg,singing-kids-child-group.png
sentar,verb ,sentar.ogg,pretty-woman-face-femininity-pose-sit.jpg
dormir,verb ,dormir.ogg,dream-sleep-pillow-blanket.png
holer,verb ,holer.ogg,women-fragrant-flowers-smell.png
sonreír,verb ,sonreixr.ogg,smiley-face-smile-happy.png
hablar,verb ,hablar.ogg,conference-public-speaking.jpg
parar,verb ,parar.ogg,sundress-summer-dress-girl-stand.jpg
revolver,verb ,revolver.ogg,hand-mechanic-coffee-break-stir.jpg
nadar,verb ,nadar.ogg,swim-swimmer-crawl-lake.jpg
enseñar,verb ,ensenxar.ogg,male-teacher-cartoon.jpg
pensar,verb ,pensar.ogg,think-women-head.png
arrojar,verb ,arrojar.ogg,water-balloon-throwing.png
tocar,verb ,tocar.ogg,michelangelo-abstract-boy-child-touch.jpg
girar,verb ,girar.ogg,arrow-turn-left-blue-handdrawn.png
despertar,verb ,despertar.ogg,wake-up-morning-bed-sleeping.png
marchar,verb ,marchar.ogg,shoes-walking-railroad-tracks.jpg
lavar,verb ,lavar.ogg,washing-dishes.jpg
mirar,verb ,mirar.ogg,watching-tv-kid.png
ganar,verb ,ganar.ogg,boxing-winner-looser-sport-fighter.jpg
trabajar,verb ,trabajar.ogg,railroad-workers.jpg
escribir,verb ,escribir.ogg,writing-write-fountain-pen.jpg
cocinar,verb ,cocinar.ogg,woman-kitchen-man-everyday-life.jpg
